cliente_id,data_acionamento,canal,contato_efetivo,promessa_pagamento
4714,2025-12-09 21:49:12.868438,Telefone,1,0
1441,2026-01-20 21:49:12.868355,WhatsApp,0,0
8679,2026-03-01 21:49:12.867589,WhatsApp,0,0
8088,2026-01-12 21:49:12.868373,Telefone,0,0
4151,2026-02-22 21:49:12.867636,WhatsApp,1,0
1772,2026-01-17 21:49:12.868362,Telefone,0,0
7028,2025-12-22 21:49:12.868413,WhatsApp,1,1
6612,2026-02-27 21:49:12.867618,Telefone,0,0
9180,2026-01-01 21:49:12.868393,WhatsApp,0,0
5238,2025-12-27 21:49:12.868402,WhatsApp,0,0
5926,2025-12-06 21:49:12.868441,Telefone,0,0
3461,2026-03-02 21:49:12.866965,Telefone,0,0
7781,2025-12-24 21:49:12.868408,Telefone,1,0
5538,2026-01-30 21:49:12.868337,Telefone,0,0
4960,2026-02-12 21:49:12.867673,Telefone,1,0
9361,2026-01-31 21:49:12.868333,Telefone,0,0
4277,2026-01-08 21:49:12.868383,Telefone,0,0
9252,2026-02-27 21:49:12.867618,Telefone,0,0
5517,2026-02-24 21:49:12.867630,WhatsApp,1,0
8724,2026-01-30 21:49:12.868337,Telefone,0,0
5350,2026-02-25 21:49:12.867628,WhatsApp,1,1
1235,2026-01-11 21:49:12.868375,Telefone,1,1
10000,2026-02-16 21:49:12.867663,Telefone,0,0
8651,2026-02-03 21:49:12.867694,WhatsApp,1,1
6496,2025-12-13 21:49:12.868433,WhatsApp,1,1
5801,2026-02-10 21:49:12.867677,WhatsApp,1,0
874,2025-12-07 21:49:12.868440,Telefone,0,0
3119,2026-02-06 21:49:12.867687,Telefone,1,0
1560,2026-01-22 21:49:12.868350,Telefone,1,0
8302,2026-02-05 21:49:12.867689,WhatsApp,0,0
3024,2026-02-12 21:49:12.867673,Telefone,0,0
4583,2026-02-11 21:49:12.867675,Telefone,1,0
5849,2026-01-20 21:49:12.868355,WhatsApp,0,0
5677,2026-02-11 21:49:12.867675,Telefone,1,0
9930,2026-01-21 21:49:12.868352,WhatsApp,0,0
5403,2026-01-17 21:49:12.868362,WhatsApp,0,0
7196,2025-12-07 21:49:12.868440,WhatsApp,1,0
5040,2026-01-25 21:49:12.868345,Telefone,1,0
3587,2026-02-04 21:49:12.867692,Telefone,1,0
2860,2026-01-16 21:49:12.868364,Telefone,1,0
6649,2025-12-07 21:49:12.868440,Telefone,1,0
1278,2026-02-23 21:49:12.867633,WhatsApp,1,0
4997,2026-02-19 21:49:12.867653,WhatsApp,1,1
4337,2025-12-04 21:49:12.868444,WhatsApp,0,0
9694,2025-12-11 21:49:12.868435,Telefone,1,0
3545,2025-12-28 21:49:12.868398,Telefone,1,0
8618,2025-12-29 21:49:12.868397,Telefone,0,0
7737,2026-01-30 21:49:12.868337,Telefone,0,0
2133,2026-01-16 21:49:12.868364,Telefone,0,0
5028,2025-12-27 21:49:12.868402,Telefone,0,0
7080,2026-01-26 21:49:12.868344,Telefone,0,0
2069,2026-01-16 21:49:12.868364,WhatsApp,1,0
3765,2026-02-09 21:49:12.867679,Telefone,0,0
1710,2026-02-15 21:49:12.867665,WhatsApp,1,0
1161,2026-02-03 21:49:12.867694,Telefone,1,0
23,2026-01-14 21:49:12.868369,WhatsApp,1,0
3234,2026-01-26 21:49:12.868344,WhatsApp,1,0
4318,2025-12-13 21:49:12.868433,Telefone,1,0
6887,2025-12-04 21:49:12.868444,WhatsApp,0,0
7578,2026-01-23 21:49:12.868348,WhatsApp,1,1
1952,2025-12-17 21:49:12.868424,WhatsApp,0,0
7726,2025-12-13 21:49:12.868433,Telefone,1,1
7270,2026-01-26 21:49:12.868344,WhatsApp,0,0
7049,2026-01-04 21:49:12.868389,Telefone,0,0
7655,2026-01-14 21:49:12.868369,WhatsApp,1,0
5427,2026-01-21 21:49:12.868352,Telefone,0,0
3129,2026-01-11 21:49:12.868375,WhatsApp,0,0
2726,2026-01-26 21:49:12.868344,Telefone,0,0
8004,2026-01-13 21:49:12.868371,Telefone,1,1
5260,2026-01-04 21:49:12.868389,Telefone,0,0
5258,2026-02-03 21:49:12.867694,WhatsApp,1,1
4417,2026-02-15 21:49:12.867665,WhatsApp,1,0
2316,2025-12-05 21:49:12.868443,Telefone,0,0
8628,2026-02-08 21:49:12.867682,Telefone,1,0
6910,2025-12-12 21:49:12.868434,WhatsApp,1,0
1075,2025-12-25 21:49:12.868406,Telefone,0,0
982,2025-12-06 21:49:12.868441,Telefone,1,0
5725,2025-12-07 21:49:12.868440,WhatsApp,0,0
8924,2026-01-24 21:49:12.868347,WhatsApp,1,1
1362,2026-02-04 21:49:12.867692,Telefone,1,1
745,2026-02-01 21:49:12.867714,Telefone,1,1
6168,2025-12-29 21:49:12.868397,WhatsApp,0,0
3354,2026-02-09 21:49:12.867679,WhatsApp,1,1
4971,2025-12-23 21:49:12.868410,WhatsApp,0,0
4816,2026-02-09 21:49:12.867679,WhatsApp,1,0
6402,2025-12-16 21:49:12.868426,Telefone,0,0
9646,2025-12-30 21:49:12.868396,Telefone,1,0
5613,2026-02-07 21:49:12.867684,Telefone,0,0
9958,2026-01-12 21:49:12.868373,WhatsApp,0,0
4364,2026-02-01 21:49:12.867714,Telefone,0,0
4813,2025-12-07 21:49:12.868440,Telefone,1,0
447,2026-02-24 21:49:12.867630,WhatsApp,0,0
2723,2026-01-04 21:49:12.868389,Telefone,1,0
8432,2025-12-20 21:49:12.868417,Telefone,0,0
117,2026-01-30 21:49:12.868337,Telefone,1,1
2314,2026-01-27 21:49:12.868343,WhatsApp,0,0
7474,2025-12-12 21:49:12.868434,WhatsApp,1,0
7587,2026-02-09 21:49:12.867679,WhatsApp,1,0
2029,2026-02-05 21:49:12.867689,Telefone,1,1
4752,2026-01-25 21:49:12.868345,WhatsApp,1,0
2040,2026-01-26 21:49:12.868344,WhatsApp,1,1
3645,2026-01-16 21:49:12.868364,Telefone,1,0
587,2026-02-21 21:49:12.867640,Telefone,1,1
7185,2025-12-06 21:49:12.868441,WhatsApp,1,0
6156,2026-02-26 21:49:12.867622,WhatsApp,1,0
7027,2025-12-18 21:49:12.868422,Telefone,1,0
2633,2026-01-01 21:49:12.868393,WhatsApp,0,0
2131,2026-02-19 21:49:12.867653,Telefone,1,0
7827,2026-02-11 21:49:12.867675,Telefone,1,1
4479,2026-02-21 21:49:12.867640,WhatsApp,0,0
7755,2026-02-05 21:49:12.867689,WhatsApp,0,0
984,2026-02-19 21:49:12.867653,Telefone,1,1
513,2025-12-04 21:49:12.868444,Telefone,1,0
9781,2026-02-23 21:49:12.867633,WhatsApp,1,0
4587,2026-02-11 21:49:12.867675,Telefone,0,0
7627,2025-12-19 21:49:12.868419,Telefone,1,0
3080,2025-12-04 21:49:12.868444,Telefone,1,0
2193,2026-01-15 21:49:12.868366,WhatsApp,0,0
1734,2025-12-17 21:49:12.868424,Telefone,1,0
5883,2026-02-23 21:49:12.867633,WhatsApp,0,0
7303,2025-12-06 21:49:12.868441,WhatsApp,1,0
6975,2025-12-12 21:49:12.868434,WhatsApp,0,0
1445,2026-02-27 21:49:12.867618,Telefone,1,0
2116,2025-12-28 21:49:12.868398,WhatsApp,1,0
9470,2026-01-25 21:49:12.868345,Telefone,1,0
2823,2026-01-10 21:49:12.868378,Telefone,1,0
1380,2026-02-23 21:49:12.867633,Telefone,0,0
1763,2026-01-29 21:49:12.868339,WhatsApp,0,0
4878,2026-01-27 21:49:12.868343,Telefone,1,1
8442,2026-02-06 21:49:12.867687,Telefone,1,1
9077,2025-12-30 21:49:12.868396,WhatsApp,1,1
3913,2026-01-22 21:49:12.868350,Telefone,1,1
5387,2025-12-31 21:49:12.868395,WhatsApp,1,1
4480,2026-02-03 21:49:12.867694,Telefone,0,0
9481,2026-01-09 21:49:12.868380,Telefone,0,0
537,2026-01-11 21:49:12.868375,Telefone,0,0
1640,2025-12-26 21:49:12.868403,WhatsApp,1,0
2072,2025-12-27 21:49:12.868402,Telefone,0,0
3656,2025-12-13 21:49:12.868433,WhatsApp,1,0
3199,2026-01-05 21:49:12.868388,Telefone,0,0
5294,2026-02-24 21:49:12.867630,WhatsApp,1,1
2066,2026-02-08 21:49:12.867682,Telefone,1,0
5571,2026-01-18 21:49:12.868359,Telefone,0,0
5743,2025-12-31 21:49:12.868395,Telefone,1,1
474,2025-12-11 21:49:12.868435,WhatsApp,0,0
5627,2025-12-09 21:49:12.868438,WhatsApp,0,0
4006,2026-02-23 21:49:12.867633,Telefone,0,0
2044,2026-02-18 21:49:12.867658,Telefone,0,0
7919,2026-02-01 21:49:12.867714,WhatsApp,1,0
6894,2026-02-11 21:49:12.867675,Telefone,1,0
5931,2025-12-19 21:49:12.868419,WhatsApp,0,0
4320,2026-02-03 21:49:12.867694,Telefone,0,0
6344,2026-02-12 21:49:12.867673,WhatsApp,1,1
133,2026-03-01 21:49:12.867589,WhatsApp,0,0
2896,2026-01-17 21:49:12.868362,WhatsApp,1,1
231,2026-01-17 21:49:12.868362,Telefone,1,0
705,2025-12-31 21:49:12.868395,Telefone,1,0
9093,2026-01-10 21:49:12.868378,Telefone,1,0
9539,2026-01-10 21:49:12.868378,WhatsApp,0,0
9185,2026-01-17 21:49:12.868362,WhatsApp,0,0
9651,2025-12-16 21:49:12.868426,Telefone,1,1
9970,2026-02-19 21:49:12.867653,Telefone,0,0
8875,2026-01-30 21:49:12.868337,Telefone,1,0
9723,2026-02-14 21:49:12.867668,Telefone,0,0
2851,2026-01-06 21:49:12.868386,WhatsApp,0,0
825,2026-02-10 21:49:12.867677,Telefone,0,0
1845,2026-01-29 21:49:12.868339,Telefone,1,1
2846,2025-12-05 21:49:12.868443,WhatsApp,0,0
4475,2026-01-07 21:49:12.868385,Telefone,0,0
764,2025-12-13 21:49:12.868433,Telefone,0,0
2769,2026-02-28 21:49:12.867612,WhatsApp,1,1
6349,2025-12-06 21:49:12.868441,WhatsApp,1,0
4454,2026-01-07 21:49:12.868385,Telefone,1,0
2297,2026-02-13 21:49:12.867671,Telefone,1,1
5001,2026-02-21 21:49:12.867640,Telefone,0,0
1173,2026-01-30 21:49:12.868337,Telefone,0,0
6757,2025-12-16 21:49:12.868426,Telefone,1,1
2991,2025-12-10 21:49:12.868437,WhatsApp,0,0
6655,2026-01-30 21:49:12.868337,Telefone,1,1
8970,2026-01-23 21:49:12.868348,WhatsApp,1,0
7966,2025-12-16 21:49:12.868426,Telefone,1,0
8926,2026-02-22 21:49:12.867636,Telefone,1,0
5979,2026-02-19 21:49:12.867653,Telefone,1,0
5891,2026-02-25 21:49:12.867628,Telefone,1,0
3683,2026-01-04 21:49:12.868389,Telefone,0,0
6708,2025-12-09 21:49:12.868438,WhatsApp,0,0
9596,2025-12-09 21:49:12.868438,Telefone,0,0
7378,2026-01-18 21:49:12.868359,WhatsApp,1,0
8024,2026-01-06 21:49:12.868386,WhatsApp,0,0
8657,2026-02-23 21:49:12.867633,Telefone,1,1
8954,2026-01-04 21:49:12.868389,Telefone,0,0
4753,2025-12-20 21:49:12.868417,Telefone,1,0
7476,2026-01-02 21:49:12.868392,Telefone,0,0
1713,2026-02-27 21:49:12.867618,Telefone,0,0
6995,2026-02-10 21:49:12.867677,Telefone,0,0
2119,2026-02-23 21:49:12.867633,Telefone,1,1
1916,2026-01-06 21:49:12.868386,WhatsApp,0,0
1314,2026-01-27 21:49:12.868343,WhatsApp,1,1
9886,2026-02-10 21:49:12.867677,Telefone,1,0
2666,2026-02-05 21:49:12.867689,WhatsApp,1,0
9727,2026-01-12 21:49:12.868373,Telefone,1,1
541,2026-02-25 21:49:12.867628,Telefone,1,1
3248,2026-02-26 21:49:12.867622,Telefone,1,0
392,2026-02-05 21:49:12.867689,Telefone,0,0
338,2026-02-04 21:49:12.867692,Telefone,0,0
6202,2026-01-06 21:49:12.868386,WhatsApp,0,0
7776,2025-12-30 21:49:12.868396,Telefone,1,1
8465,2025-12-11 21:49:12.868435,Telefone,0,0
7505,2026-01-02 21:49:12.868392,Telefone,1,0
3599,2026-01-25 21:49:12.868345,Telefone,0,0
6868,2026-02-10 21:49:12.867677,WhatsApp,0,0
9575,2026-01-09 21:49:12.868380,WhatsApp,0,0
7051,2026-01-09 21:49:12.868380,Telefone,1,1
9555,2025-12-13 21:49:12.868433,Telefone,1,0
4960,2026-01-29 21:49:12.868339,WhatsApp,1,0
2886,2026-03-01 21:49:12.867589,Telefone,0,0
3561,2026-01-16 21:49:12.868364,Telefone,1,0
6521,2026-01-07 21:49:12.868385,Telefone,1,1
5808,2026-01-09 21:49:12.868380,WhatsApp,1,0
7437,2025-12-25 21:49:12.868406,Telefone,1,0
6298,2026-01-12 21:49:12.868373,Telefone,1,0
4378,2026-01-19 21:49:12.868357,Telefone,1,1
9614,2026-02-11 21:49:12.867675,WhatsApp,1,1
3206,2026-02-09 21:49:12.867679,Telefone,0,0
1251,2026-01-09 21:49:12.868380,Telefone,1,0
7464,2025-12-10 21:49:12.868437,WhatsApp,1,0
1164,2026-01-27 21:49:12.868343,Telefone,0,0
8191,2026-01-17 21:49:12.868362,WhatsApp,1,1
2040,2026-02-26 21:49:12.867622,WhatsApp,1,0
7377,2026-02-27 21:49:12.867618,Telefone,1,1
7250,2026-02-16 21:49:12.867663,Telefone,0,0
1784,2025-12-05 21:49:12.868443,Telefone,1,1
9571,2025-12-19 21:49:12.868419,Telefone,0,0
4745,2025-12-13 21:49:12.868433,Telefone,1,1
9147,2025-12-16 21:49:12.868426,WhatsApp,0,0
3494,2025-12-12 21:49:12.868434,Telefone,1,1
6123,2025-12-24 21:49:12.868408,Telefone,0,0
5978,2026-01-17 21:49:12.868362,WhatsApp,0,0
6737,2025-12-21 21:49:12.868415,WhatsApp,1,0
4952,2026-01-15 21:49:12.868366,Telefone,1,1
7648,2025-12-03 21:49:12.868445,Telefone,0,0
3899,2026-02-19 21:49:12.867653,Telefone,1,0
6035,2026-01-24 21:49:12.868347,WhatsApp,1,0
6811,2026-01-23 21:49:12.868348,WhatsApp,0,0
5401,2025-12-04 21:49:12.868444,Telefone,1,1
3797,2026-01-17 21:49:12.868362,Telefone,0,0
1364,2026-01-12 21:49:12.868373,Telefone,0,0
7575,2026-01-27 21:49:12.868343,Telefone,0,0
7743,2026-01-01 21:49:12.868393,WhatsApp,1,0
392,2026-02-26 21:49:12.867622,WhatsApp,1,0
4197,2025-12-16 21:49:12.868426,WhatsApp,1,0
7134,2026-01-17 21:49:12.868362,WhatsApp,1,0
1855,2026-01-24 21:49:12.868347,WhatsApp,1,1
3487,2026-02-01 21:49:12.867714,Telefone,0,0
6249,2026-02-18 21:49:12.867658,WhatsApp,0,0
8402,2026-02-16 21:49:12.867663,WhatsApp,0,0
8794,2025-12-10 21:49:12.868437,WhatsApp,0,0
5464,2026-01-24 21:49:12.868347,Telefone,0,0
2949,2025-12-09 21:49:12.868438,WhatsApp,1,0
4597,2025-12-09 21:49:12.868438,Telefone,1,0
6859,2025-12-16 21:49:12.868426,Telefone,0,0
6708,2025-12-03 21:49:12.868445,WhatsApp,0,0
9921,2026-01-14 21:49:12.868369,Telefone,0,0
3212,2025-12-12 21:49:12.868434,WhatsApp,0,0
5015,2026-02-27 21:49:12.867618,Telefone,1,0
308,2026-02-23 21:49:12.867633,Telefone,0,0
2924,2025-12-20 21:49:12.868417,Telefone,1,0
8665,2025-12-07 21:49:12.868440,Telefone,1,0
1471,2026-02-19 21:49:12.867653,Telefone,0,0
76,2026-02-12 21:49:12.867673,Telefone,0,0
643,2025-12-29 21:49:12.868397,Telefone,0,0
5850,2026-02-27 21:49:12.867618,Telefone,1,0
2639,2026-03-01 21:49:12.867589,WhatsApp,0,0
7007,2025-12-29 21:49:12.868397,Telefone,1,1
2539,2025-12-22 21:49:12.868413,WhatsApp,1,1
8444,2026-02-28 21:49:12.867612,WhatsApp,0,0
9941,2025-12-21 21:49:12.868415,Telefone,1,0
8567,2026-02-22 21:49:12.867636,Telefone,0,0
3413,2026-02-10 21:49:12.867677,WhatsApp,1,0
5239,2025-12-08 21:49:12.868439,Telefone,0,0
9200,2026-01-06 21:49:12.868386,Telefone,1,0
153,2025-12-28 21:49:12.868398,Telefone,0,0
9740,2025-12-07 21:49:12.868440,Telefone,0,0
7890,2025-12-27 21:49:12.868402,Telefone,1,0
3146,2025-12-31 21:49:12.868395,Telefone,1,0
8902,2025-12-20 21:49:12.868417,WhatsApp,0,0
7865,2026-01-03 21:49:12.868391,Telefone,0,0
1181,2025-12-14 21:49:12.868431,Telefone,1,0
1245,2025-12-13 21:49:12.868433,Telefone,0,0
174,2026-01-18 21:49:12.868359,Telefone,0,0
7689,2025-12-19 21:49:12.868419,WhatsApp,1,0
4860,2026-02-22 21:49:12.867636,WhatsApp,0,0
6688,2025-12-13 21:49:12.868433,WhatsApp,0,0
2544,2026-02-19 21:49:12.867653,WhatsApp,1,0
3213,2026-01-20 21:49:12.868355,Telefone,1,0
5998,2025-12-08 21:49:12.868439,Telefone,1,1
181,2026-02-01 21:49:12.867714,Telefone,0,0
6987,2026-02-04 21:49:12.867692,WhatsApp,0,0
2428,2026-01-04 21:49:12.868389,Telefone,1,1
6132,2025-12-16 21:49:12.868426,Telefone,0,0
5492,2026-01-07 21:49:12.868385,WhatsApp,1,0
3485,2026-01-06 21:49:12.868386,WhatsApp,1,0
6835,2026-02-08 21:49:12.867682,Telefone,0,0
6604,2026-02-04 21:49:12.867692,Telefone,0,0
5297,2025-12-07 21:49:12.868440,Telefone,1,1
9055,2026-01-09 21:49:12.868380,Telefone,1,1
8662,2026-02-18 21:49:12.867658,Telefone,1,0
7147,2026-01-21 21:49:12.868352,Telefone,1,0
1804,2025-12-05 21:49:12.868443,WhatsApp,0,0
1827,2026-02-14 21:49:12.867668,Telefone,0,0
6513,2025-12-14 21:49:12.868431,Telefone,0,0
6630,2026-01-22 21:49:12.868350,Telefone,0,0
4653,2025-12-31 21:49:12.868395,Telefone,0,0
970,2026-02-15 21:49:12.867665,WhatsApp,0,0
9460,2026-02-24 21:49:12.867630,WhatsApp,1,1
4223,2026-01-13 21:49:12.868371,WhatsApp,1,0
5232,2026-01-01 21:49:12.868393,Telefone,1,1
1466,2025-12-15 21:49:12.868430,WhatsApp,0,0
6415,2025-12-06 21:49:12.868441,Telefone,0,0
663,2026-02-21 21:49:12.867640,Telefone,0,0
5527,2025-12-28 21:49:12.868398,WhatsApp,1,1
5973,2025-12-18 21:49:12.868422,Telefone,0,0
3994,2026-01-21 21:49:12.868352,Telefone,1,0
1261,2026-02-27 21:49:12.867618,Telefone,1,0
4258,2026-01-25 21:49:12.868345,WhatsApp,0,0
1405,2026-02-12 21:49:12.867673,WhatsApp,0,0
9001,2026-01-19 21:49:12.868357,Telefone,1,1
3533,2026-01-24 21:49:12.868347,Telefone,0,0
9497,2025-12-06 21:49:12.868441,Telefone,0,0
7094,2026-02-07 21:49:12.867684,WhatsApp,0,0
8161,2025-12-16 21:49:12.868426,Telefone,0,0
5261,2025-12-28 21:49:12.868398,WhatsApp,1,1
1078,2025-12-07 21:49:12.868440,Telefone,0,0
9755,2026-01-13 21:49:12.868371,Telefone,0,0
8676,2026-01-14 21:49:12.868369,WhatsApp,0,0
171,2026-02-18 21:49:12.867658,Telefone,0,0
6520,2026-01-15 21:49:12.868366,WhatsApp,1,0
5357,2026-02-10 21:49:12.867677,Telefone,1,0
1691,2025-12-13 21:49:12.868433,Telefone,0,0
9715,2026-02-22 21:49:12.867636,Telefone,1,1
3091,2025-12-25 21:49:12.868406,Telefone,1,1
4161,2025-12-04 21:49:12.868444,Telefone,1,0
2284,2025-12-13 21:49:12.868433,Telefone,1,0
666,2025-12-19 21:49:12.868419,Telefone,1,1
289,2025-12-19 21:49:12.868419,Telefone,1,1
422,2026-02-06 21:49:12.867687,WhatsApp,0,0
1029,2025-12-20 21:49:12.868417,WhatsApp,1,1
5257,2026-02-03 21:49:12.867694,Telefone,1,0
3469,2025-12-15 21:49:12.868430,Telefone,1,1
8942,2026-02-26 21:49:12.867622,Telefone,0,0
2984,2025-12-19 21:49:12.868419,Telefone,0,0
5184,2026-01-24 21:49:12.868347,Telefone,1,0
4800,2026-02-03 21:49:12.867694,Telefone,1,0
2589,2025-12-19 21:49:12.868419,WhatsApp,0,0
1801,2026-01-29 21:49:12.868339,WhatsApp,0,0
9941,2026-01-14 21:49:12.868369,Telefone,1,1
8952,2025-12-09 21:49:12.868438,WhatsApp,1,1
218,2025-12-29 21:49:12.868397,WhatsApp,1,0
1998,2026-02-24 21:49:12.867630,WhatsApp,0,0
9767,2026-02-23 21:49:12.867633,Telefone,1,0
1757,2026-02-17 21:49:12.867660,Telefone,0,0
5687,2026-02-23 21:49:12.867633,Telefone,0,0
1784,2026-02-28 21:49:12.867612,Telefone,1,1
8500,2026-02-27 21:49:12.867618,Telefone,1,0
3096,2026-02-11 21:49:12.867675,Telefone,1,0
3443,2025-12-30 21:49:12.868396,WhatsApp,0,0
5698,2025-12-16 21:49:12.868426,Telefone,1,0
9922,2025-12-23 21:49:12.868410,Telefone,0,0
9335,2026-02-27 21:49:12.867618,Telefone,0,0
62,2026-02-10 21:49:12.867677,WhatsApp,1,1
9213,2025-12-07 21:49:12.868440,WhatsApp,1,1
9616,2026-01-19 21:49:12.868357,Telefone,0,0
8744,2026-01-11 21:49:12.868375,Telefone,1,1
7386,2025-12-10 21:49:12.868437,Telefone,1,1
3008,2025-12-06 21:49:12.868441,Telefone,1,0
8759,2026-02-14 21:49:12.867668,WhatsApp,0,0
4943,2026-02-27 21:49:12.867618,Telefone,1,0
1008,2026-01-30 21:49:12.868337,Telefone,1,1
7257,2026-02-02 21:49:12.867696,WhatsApp,1,0
7421,2025-12-08 21:49:12.868439,Telefone,1,0
5503,2026-01-12 21:49:12.868373,Telefone,0,0
1637,2025-12-19 21:49:12.868419,Telefone,0,0
8753,2026-01-21 21:49:12.868352,WhatsApp,0,0
362,2026-01-25 21:49:12.868345,WhatsApp,0,0
2820,2026-01-16 21:49:12.868364,Telefone,0,0
7555,2026-02-21 21:49:12.867640,Telefone,1,0
3312,2025-12-09 21:49:12.868438,Telefone,1,1
1849,2026-02-08 21:49:12.867682,Telefone,1,1
5435,2026-02-27 21:49:12.867618,WhatsApp,0,0
2672,2026-01-04 21:49:12.868389,Telefone,1,0
9451,2026-01-06 21:49:12.868386,Telefone,1,0
8054,2026-01-13 21:49:12.868371,Telefone,1,1
6418,2026-02-05 21:49:12.867689,Telefone,0,0
9365,2026-01-19 21:49:12.868357,Telefone,1,1
2616,2025-12-07 21:49:12.868440,Telefone,1,1
8884,2026-01-16 21:49:12.868364,Telefone,1,1
1918,2026-02-03 21:49:12.867694,WhatsApp,1,1
1928,2026-02-22 21:49:12.867636,Telefone,0,0
3142,2025-12-08 21:49:12.868439,Telefone,1,0
8178,2026-02-26 21:49:12.867622,Telefone,1,0
1832,2026-02-11 21:49:12.867675,Telefone,1,1
7508,2026-01-21 21:49:12.868352,WhatsApp,0,0
7409,2025-12-11 21:49:12.868435,Telefone,0,0
7069,2025-12-30 21:49:12.868396,Telefone,1,0
2757,2025-12-04 21:49:12.868444,WhatsApp,1,1
4259,2026-01-08 21:49:12.868383,Telefone,0,0
3155,2026-01-18 21:49:12.868359,Telefone,0,0
5735,2026-01-22 21:49:12.868350,Telefone,0,0
3233,2026-02-27 21:49:12.867618,Telefone,1,1
5987,2025-12-16 21:49:12.868426,WhatsApp,0,0
5994,2025-12-25 21:49:12.868406,Telefone,0,0
4336,2026-02-05 21:49:12.867689,WhatsApp,0,0
1966,2026-03-02 21:49:12.866965,Telefone,0,0
9928,2025-12-15 21:49:12.868430,WhatsApp,1,0
671,2026-01-08 21:49:12.868383,Telefone,1,0
3275,2025-12-13 21:49:12.868433,Telefone,0,0
1221,2026-01-28 21:49:12.868341,WhatsApp,1,1
9258,2026-02-26 21:49:12.867622,Telefone,1,1
6358,2025-12-12 21:49:12.868434,WhatsApp,0,0
8445,2025-12-04 21:49:12.868444,WhatsApp,0,0
4113,2026-02-03 21:49:12.867694,Telefone,1,0
3732,2026-02-14 21:49:12.867668,Telefone,0,0
4075,2026-02-09 21:49:12.867679,Telefone,0,0
8308,2025-12-09 21:49:12.868438,WhatsApp,1,0
6012,2026-01-16 21:49:12.868364,WhatsApp,1,0
1228,2026-01-21 21:49:12.868352,Telefone,0,0
693,2025-12-12 21:49:12.868434,WhatsApp,1,0
812,2026-01-16 21:49:12.868364,WhatsApp,1,0
2036,2026-02-27 21:49:12.867618,Telefone,0,0
151,2026-02-20 21:49:12.867645,Telefone,1,1
2294,2026-01-04 21:49:12.868389,Telefone,0,0
9274,2026-01-23 21:49:12.868348,Telefone,1,1
8699,2026-02-17 21:49:12.867660,WhatsApp,0,0
3768,2026-01-30 21:49:12.868337,WhatsApp,0,0
9308,2025-12-12 21:49:12.868434,Telefone,1,1
7781,2026-02-04 21:49:12.867692,Telefone,1,1
9822,2026-01-16 21:49:12.868364,Telefone,1,0
1965,2025-12-07 21:49:12.868440,WhatsApp,0,0
6045,2026-03-01 21:49:12.867589,WhatsApp,1,0
7566,2025-12-30 21:49:12.868396,Telefone,0,0
4142,2025-12-15 21:49:12.868430,Telefone,1,0
8347,2026-01-17 21:49:12.868362,Telefone,0,0
4607,2026-01-24 21:49:12.868347,Telefone,0,0
5546,2026-02-28 21:49:12.867612,Telefone,1,0
30,2026-01-23 21:49:12.868348,Telefone,1,0
721,2025-12-23 21:49:12.868410,Telefone,1,0
9539,2025-12-06 21:49:12.868441,WhatsApp,0,0
3288,2026-01-05 21:49:12.868388,Telefone,1,0
3804,2026-02-10 21:49:12.867677,Telefone,0,0
6179,2025-12-24 21:49:12.868408,Telefone,1,0
2053,2026-01-01 21:49:12.868393,WhatsApp,1,0
5126,2025-12-18 21:49:12.868422,Telefone,1,0
1271,2026-02-05 21:49:12.867689,WhatsApp,1,0
1117,2026-01-17 21:49:12.868362,WhatsApp,0,0
1815,2026-02-16 21:49:12.867663,WhatsApp,1,1
6125,2025-12-07 21:49:12.868440,Telefone,1,1
4411,2025-12-25 21:49:12.868406,WhatsApp,1,1
3262,2026-01-17 21:49:12.868362,Telefone,1,0
8037,2026-02-06 21:49:12.867687,Telefone,1,0
4640,2025-12-14 21:49:12.868431,WhatsApp,1,0
6913,2026-01-28 21:49:12.868341,Telefone,0,0
2481,2026-02-26 21:49:12.867622,WhatsApp,0,0
5356,2026-02-28 21:49:12.867612,Telefone,1,0
9756,2025-12-10 21:49:12.868437,Telefone,0,0
3271,2026-01-07 21:49:12.868385,WhatsApp,1,0
3493,2026-01-01 21:49:12.868393,Telefone,0,0
9757,2026-02-26 21:49:12.867622,Telefone,0,0
6256,2025-12-10 21:49:12.868437,WhatsApp,0,0
5228,2025-12-21 21:49:12.868415,Telefone,0,0
4531,2025-12-08 21:49:12.868439,Telefone,1,0
7636,2025-12-21 21:49:12.868415,Telefone,1,1
1897,2025-12-25 21:49:12.868406,WhatsApp,1,0
2237,2026-02-11 21:49:12.867675,WhatsApp,1,0
5685,2026-01-26 21:49:12.868344,WhatsApp,1,0
7867,2025-12-23 21:49:12.868410,WhatsApp,1,1
2055,2026-01-06 21:49:12.868386,WhatsApp,0,0
3539,2025-12-10 21:49:12.868437,Telefone,1,1
1100,2026-02-25 21:49:12.867628,Telefone,0,0
2628,2026-01-07 21:49:12.868385,WhatsApp,0,0
7687,2025-12-05 21:49:12.868443,Telefone,1,0
8923,2026-01-01 21:49:12.868393,Telefone,1,0
6284,2026-02-26 21:49:12.867622,Telefone,0,0
4563,2026-02-02 21:49:12.867696,Telefone,0,0
1844,2025-12-25 21:49:12.868406,Telefone,1,1
1233,2025-12-03 21:49:12.868445,Telefone,0,0
82,2026-01-04 21:49:12.868389,Telefone,1,1
6915,2026-01-04 21:49:12.868389,Telefone,0,0
