cliente_id,produto,valor_divida,dias_atraso,faixa_atraso,score,operador
5905,Crédito Pessoal,5360.16,87,61-90,496,Ana
5906,Cartão de Crédito,3024.77,85,61-90,592,Carlos
5907,Crédito Pessoal,6393.98,73,61-90,483,Bruno
5908,Cartão de Crédito,1791.54,134,90+,304,Helena
5909,Crédito Pessoal,2865.26,36,31-60,720,Bruno
5910,Crédito Pessoal,3132.44,97,90+,453,Fernanda
5911,Crédito Pessoal,4934.54,12,0-30,650,Ana
5912,Empréstimo Consignado,7978.22,53,31-60,537,Daniela
5913,Cartão de Crédito,2527.24,27,0-30,858,Eduardo
5914,Crédito Pessoal,5988.3,26,0-30,786,Fernanda
5915,Cartão de Crédito,1905.74,7,0-30,612,Fernanda
5916,Crédito Pessoal,6677.98,60,31-60,722,Carlos
5917,Empréstimo Consignado,9291.58,48,31-60,708,Carlos
5918,Cartão de Crédito,3764.55,66,61-90,562,Gustavo
5919,Crédito Pessoal,5861.86,102,90+,386,Gustavo
5920,Cartão de Crédito,2444.44,3,0-30,858,Fernanda
5921,Crédito Pessoal,9294.96,30,0-30,780,Gustavo
5922,Empréstimo Consignado,7748.11,79,61-90,454,Helena
5923,Crédito Pessoal,5579.01,28,0-30,772,Bruno
5924,Cartão de Crédito,2847.63,48,31-60,565,Fernanda
5925,Crédito Pessoal,6862.11,27,0-30,794,Daniela
5926,Cartão de Crédito,2568.41,86,61-90,483,Eduardo
5927,Cartão de Crédito,4713.63,146,90+,539,Gustavo
5928,Cartão de Crédito,2041.36,20,0-30,844,Bruno
5929,Cartão de Crédito,3691.66,28,0-30,795,Daniela
5930,Empréstimo Consignado,3612.89,62,61-90,461,Eduardo
5931,Crédito Pessoal,3030.91,87,61-90,424,Ana
5932,Crédito Pessoal,1887.53,9,0-30,651,Daniela
5933,Crédito Pessoal,3149.56,139,90+,349,Fernanda
5934,Empréstimo Consignado,3091.95,36,31-60,621,Fernanda
5935,Crédito Pessoal,5216.38,3,0-30,894,Carlos
5936,Cartão de Crédito,1785.69,149,90+,351,Gustavo
5937,Cartão de Crédito,3711.83,72,61-90,475,Daniela
5938,Crédito Pessoal,6005.34,53,31-60,539,Daniela
5939,Crédito Pessoal,5133.28,26,0-30,831,Fernanda
5940,Crédito Pessoal,5531.51,59,31-60,559,Fernanda
5941,Crédito Pessoal,6292.08,72,61-90,615,Helena
5942,Crédito Pessoal,7385.44,7,0-30,796,Daniela
5943,Crédito Pessoal,4005.52,52,31-60,519,Eduardo
5944,Empréstimo Consignado,5955.2,15,0-30,601,Eduardo
5945,Empréstimo Consignado,9244.34,44,31-60,712,Ana
5946,Crédito Pessoal,8137.89,34,31-60,605,Ana
5947,Crédito Pessoal,2276.16,22,0-30,815,Eduardo
5948,Crédito Pessoal,5798.39,55,31-60,508,Helena
5949,Cartão de Crédito,3532.78,28,0-30,766,Gustavo
5950,Empréstimo Consignado,9846.92,37,31-60,746,Helena
5951,Crédito Pessoal,5664.05,29,0-30,809,Eduardo
5952,Crédito Pessoal,6080.73,73,61-90,457,Helena
5953,Cartão de Crédito,3942.7,76,61-90,571,Bruno
5954,Cartão de Crédito,3135.97,15,0-30,642,Daniela
5955,Crédito Pessoal,1897.76,117,90+,437,Daniela
5956,Cartão de Crédito,2432.35,2,0-30,708,Carlos
5957,Crédito Pessoal,5175.12,12,0-30,647,Eduardo
5958,Crédito Pessoal,7051.73,45,31-60,625,Eduardo
5959,Cartão de Crédito,2566.62,158,90+,512,Helena
5960,Empréstimo Consignado,8048.08,72,61-90,613,Helena
5961,Crédito Pessoal,5085.37,23,0-30,727,Ana
5962,Empréstimo Consignado,8719.57,159,90+,432,Fernanda
5963,Crédito Pessoal,4813.2,4,0-30,797,Ana
5964,Cartão de Crédito,2164.69,2,0-30,801,Fernanda
5965,Cartão de Crédito,2381.83,58,31-60,691,Daniela
5966,Empréstimo Consignado,8915.39,81,61-90,506,Daniela
5967,Empréstimo Consignado,9862.01,57,31-60,693,Fernanda
5968,Crédito Pessoal,10472.89,127,90+,370,Eduardo
5969,Empréstimo Consignado,4012.35,75,61-90,637,Daniela
5970,Empréstimo Consignado,9761.54,10,0-30,731,Eduardo
5971,Cartão de Crédito,3680.62,161,90+,400,Helena
5972,Crédito Pessoal,3453.02,34,31-60,582,Gustavo
5973,Empréstimo Consignado,10054.01,47,31-60,744,Carlos
5974,Empréstimo Consignado,6905.36,49,31-60,527,Carlos
5975,Crédito Pessoal,3967.18,138,90+,511,Bruno
5976,Empréstimo Consignado,5800.6,45,31-60,721,Ana
5977,Crédito Pessoal,4818.61,177,90+,405,Gustavo
5978,Crédito Pessoal,4743.6,118,90+,337,Bruno
5979,Cartão de Crédito,3102.64,42,31-60,565,Carlos
5980,Cartão de Crédito,1344.68,33,31-60,694,Daniela
5981,Cartão de Crédito,3180.01,58,31-60,687,Gustavo
5982,Crédito Pessoal,6655.58,43,31-60,546,Ana
5983,Empréstimo Consignado,8926.84,85,61-90,505,Ana
5984,Crédito Pessoal,9575.63,21,0-30,624,Bruno
5985,Crédito Pessoal,7466.85,54,31-60,565,Ana
5986,Crédito Pessoal,3998.22,14,0-30,666,Carlos
5987,Cartão de Crédito,1548.4,13,0-30,796,Helena
5988,Empréstimo Consignado,5936.53,27,0-30,845,Daniela
5989,Cartão de Crédito,2035.19,15,0-30,895,Bruno
5990,Empréstimo Consignado,2515.38,66,61-90,499,Daniela
5991,Crédito Pessoal,5988.55,6,0-30,777,Fernanda
5992,Cartão de Crédito,1448.91,177,90+,414,Bruno
5993,Cartão de Crédito,2686.42,34,31-60,667,Fernanda
5994,Cartão de Crédito,3250.29,38,31-60,618,Eduardo
5995,Crédito Pessoal,7798.95,16,0-30,764,Gustavo
5996,Cartão de Crédito,2298.87,8,0-30,818,Ana
5997,Cartão de Crédito,1926.98,59,31-60,696,Helena
5998,Cartão de Crédito,3569.13,28,0-30,836,Eduardo
5999,Cartão de Crédito,3705.14,39,31-60,668,Fernanda
6000,Crédito Pessoal,6365.28,3,0-30,675,Ana
6001,Cartão de Crédito,1946.48,141,90+,469,Eduardo
6002,Crédito Pessoal,2366.04,8,0-30,886,Daniela
6003,Empréstimo Consignado,11348.7,103,90+,332,Carlos
6004,Cartão de Crédito,2450.69,108,90+,342,Bruno
6005,Crédito Pessoal,7479.57,21,0-30,829,Ana
6006,Empréstimo Consignado,6004.35,64,61-90,594,Helena
6007,Cartão de Crédito,3386.96,70,61-90,437,Helena
6008,Crédito Pessoal,7814.99,6,0-30,896,Bruno
6009,Cartão de Crédito,2306.38,17,0-30,877,Helena
6010,Crédito Pessoal,5617.2,35,31-60,729,Carlos
6011,Empréstimo Consignado,4516.42,8,0-30,695,Helena
6012,Empréstimo Consignado,4591.99,6,0-30,770,Eduardo
6013,Empréstimo Consignado,8951.88,49,31-60,560,Gustavo
6014,Cartão de Crédito,2067.87,57,31-60,573,Gustavo
6015,Cartão de Crédito,2692.57,122,90+,331,Daniela
6016,Cartão de Crédito,2631.08,23,0-30,644,Fernanda
6017,Crédito Pessoal,6304.99,5,0-30,671,Bruno
6018,Cartão de Crédito,2923.76,21,0-30,619,Fernanda
6019,Cartão de Crédito,3236.44,88,61-90,638,Eduardo
6020,Crédito Pessoal,5454.03,22,0-30,798,Helena
6021,Crédito Pessoal,5614.6,4,0-30,664,Fernanda
6022,Empréstimo Consignado,7993.78,24,0-30,787,Ana
6023,Empréstimo Consignado,11149.2,41,31-60,588,Gustavo
6024,Crédito Pessoal,8680.81,3,0-30,800,Bruno
6025,Crédito Pessoal,6499.33,44,31-60,522,Gustavo
6026,Crédito Pessoal,5994.92,9,0-30,895,Bruno
6027,Empréstimo Consignado,7347.95,32,31-60,629,Helena
6028,Crédito Pessoal,5485.94,3,0-30,753,Gustavo
6029,Cartão de Crédito,2184.01,12,0-30,677,Helena
6030,Crédito Pessoal,3768.24,51,31-60,689,Ana
6031,Cartão de Crédito,2343.04,107,90+,343,Carlos
6032,Crédito Pessoal,8579.24,84,61-90,558,Eduardo
6033,Cartão de Crédito,2432.2,22,0-30,753,Fernanda
6034,Crédito Pessoal,8246.82,56,31-60,746,Fernanda
6035,Cartão de Crédito,1722.3,111,90+,412,Bruno
6036,Crédito Pessoal,5277.93,30,0-30,716,Eduardo
6037,Cartão de Crédito,3076.56,49,31-60,504,Fernanda
6038,Empréstimo Consignado,10316.49,73,61-90,520,Daniela
6039,Crédito Pessoal,2834.01,114,90+,369,Eduardo
6040,Empréstimo Consignado,4352.68,50,31-60,534,Eduardo
6041,Cartão de Crédito,2995.54,8,0-30,871,Gustavo
6042,Crédito Pessoal,3893.47,47,31-60,658,Fernanda
6043,Crédito Pessoal,6268.9,83,61-90,609,Gustavo
6044,Crédito Pessoal,7871.59,5,0-30,613,Ana
6045,Cartão de Crédito,1975.12,4,0-30,624,Gustavo
6046,Cartão de Crédito,2082.24,59,31-60,578,Helena
6047,Crédito Pessoal,947.64,45,31-60,717,Fernanda
6048,Cartão de Crédito,3140.88,173,90+,527,Eduardo
6049,Empréstimo Consignado,14391.22,139,90+,502,Gustavo
6050,Empréstimo Consignado,4259.44,72,61-90,500,Fernanda
6051,Cartão de Crédito,3495.17,55,31-60,604,Helena
6052,Empréstimo Consignado,12006.36,73,61-90,628,Fernanda
6053,Cartão de Crédito,3127.19,44,31-60,698,Carlos
6054,Crédito Pessoal,3788.97,57,31-60,645,Helena
6055,Empréstimo Consignado,7269.77,40,31-60,677,Eduardo
6056,Cartão de Crédito,2941.91,97,90+,319,Daniela
6057,Cartão de Crédito,2918.49,48,31-60,555,Fernanda
6058,Cartão de Crédito,2299.59,53,31-60,629,Eduardo
6059,Empréstimo Consignado,9381.22,41,31-60,653,Fernanda
6060,Empréstimo Consignado,6916.7,5,0-30,878,Ana
6061,Crédito Pessoal,4774.88,18,0-30,887,Daniela
6062,Crédito Pessoal,4594.3,19,0-30,740,Ana
6063,Cartão de Crédito,3375.86,9,0-30,612,Fernanda
6064,Cartão de Crédito,1357.19,51,31-60,644,Carlos
6065,Crédito Pessoal,6299.79,11,0-30,816,Gustavo
6066,Cartão de Crédito,2787.41,176,90+,485,Carlos
6067,Cartão de Crédito,684.65,30,0-30,626,Ana
6068,Crédito Pessoal,6742.05,142,90+,444,Gustavo
6069,Crédito Pessoal,6991.57,48,31-60,717,Carlos
6070,Crédito Pessoal,4189.56,43,31-60,665,Fernanda
6071,Empréstimo Consignado,9454.31,67,61-90,413,Helena
6072,Crédito Pessoal,5535.23,13,0-30,741,Ana
6073,Crédito Pessoal,9463.8,34,31-60,639,Gustavo
6074,Cartão de Crédito,2901.94,32,31-60,568,Bruno
6075,Crédito Pessoal,5211.53,76,61-90,628,Eduardo
6076,Crédito Pessoal,7189.89,20,0-30,654,Bruno
6077,Crédito Pessoal,8215.38,85,61-90,590,Helena
6078,Cartão de Crédito,4157.61,34,31-60,528,Carlos
6079,Cartão de Crédito,2021.95,37,31-60,588,Ana
6080,Crédito Pessoal,5859.56,31,31-60,544,Ana
6081,Crédito Pessoal,3757.67,30,0-30,731,Gustavo
6082,Empréstimo Consignado,14963.47,38,31-60,741,Fernanda
6083,Crédito Pessoal,5094.61,167,90+,443,Helena
6084,Crédito Pessoal,6914.15,44,31-60,741,Ana
6085,Crédito Pessoal,4669.29,40,31-60,565,Ana
6086,Cartão de Crédito,2899.28,20,0-30,878,Helena
6087,Cartão de Crédito,1055.32,74,61-90,467,Eduardo
6088,Crédito Pessoal,7080.34,7,0-30,747,Daniela
6089,Cartão de Crédito,3542.11,39,31-60,644,Gustavo
6090,Crédito Pessoal,3814.85,32,31-60,679,Helena
6091,Crédito Pessoal,1380.24,36,31-60,505,Helena
6092,Cartão de Crédito,3686.3,30,0-30,681,Bruno
6093,Crédito Pessoal,7712.04,48,31-60,711,Helena
6094,Cartão de Crédito,3132.82,26,0-30,722,Carlos
6095,Crédito Pessoal,4629.74,132,90+,466,Ana
6096,Cartão de Crédito,2275.96,126,90+,536,Bruno
6097,Crédito Pessoal,7668.07,28,0-30,704,Daniela
6098,Empréstimo Consignado,7037.74,53,31-60,533,Bruno
6099,Crédito Pessoal,5314.9,46,31-60,731,Carlos
6100,Empréstimo Consignado,7984.18,53,31-60,737,Gustavo
6101,Crédito Pessoal,5655.89,75,61-90,453,Ana
6102,Cartão de Crédito,2414.12,110,90+,515,Gustavo
6103,Crédito Pessoal,5019.38,78,61-90,481,Gustavo
6104,Empréstimo Consignado,13374.54,56,31-60,593,Helena
6105,Crédito Pessoal,6049.5,41,31-60,564,Carlos
6106,Crédito Pessoal,5765.34,78,61-90,486,Gustavo
6107,Cartão de Crédito,3157.42,79,61-90,428,Gustavo
6108,Crédito Pessoal,2762.36,13,0-30,896,Ana
6109,Crédito Pessoal,7035.21,18,0-30,665,Helena
6110,Empréstimo Consignado,8908.59,39,31-60,611,Daniela
6111,Empréstimo Consignado,6148.81,52,31-60,599,Fernanda
6112,Crédito Pessoal,4807.51,47,31-60,672,Carlos
6113,Empréstimo Consignado,9599.48,51,31-60,644,Bruno
6114,Cartão de Crédito,2568.96,54,31-60,670,Fernanda
6115,Crédito Pessoal,7172.33,10,0-30,846,Gustavo
6116,Cartão de Crédito,1898.79,71,61-90,465,Daniela
6117,Cartão de Crédito,1599.95,2,0-30,667,Carlos
6118,Empréstimo Consignado,5713.92,54,31-60,735,Fernanda
6119,Crédito Pessoal,4180.66,44,31-60,533,Ana
6120,Cartão de Crédito,2607.34,20,0-30,600,Fernanda
6121,Crédito Pessoal,4337.1,26,0-30,750,Daniela
6122,Crédito Pessoal,2625.71,11,0-30,871,Ana
6123,Crédito Pessoal,2293.89,65,61-90,401,Fernanda
6124,Empréstimo Consignado,4164.84,20,0-30,837,Gustavo
6125,Empréstimo Consignado,7134.95,4,0-30,715,Helena
6126,Cartão de Crédito,1851.12,54,31-60,575,Eduardo
6127,Cartão de Crédito,2192.95,57,31-60,526,Helena
6128,Crédito Pessoal,7655.02,32,31-60,518,Bruno
6129,Crédito Pessoal,2660.66,22,0-30,883,Helena
6130,Crédito Pessoal,5599.2,17,0-30,634,Ana
6131,Crédito Pessoal,2630.4,7,0-30,840,Carlos
6132,Cartão de Crédito,1432.06,49,31-60,506,Eduardo
6133,Cartão de Crédito,2797.03,167,90+,336,Daniela
6134,Crédito Pessoal,6349.87,58,31-60,614,Carlos
6135,Crédito Pessoal,6578.06,54,31-60,652,Gustavo
6136,Crédito Pessoal,7221.93,89,61-90,644,Daniela
6137,Crédito Pessoal,4645.44,19,0-30,849,Eduardo
6138,Empréstimo Consignado,8824.9,24,0-30,714,Gustavo
6139,Cartão de Crédito,2191.72,33,31-60,540,Carlos
6140,Empréstimo Consignado,11878.82,51,31-60,580,Helena
6141,Cartão de Crédito,1770.95,160,90+,361,Gustavo
6142,Crédito Pessoal,6001.62,13,0-30,768,Ana
6143,Crédito Pessoal,2869.56,3,0-30,741,Gustavo
6144,Empréstimo Consignado,8329.97,53,31-60,728,Fernanda
6145,Cartão de Crédito,1214.85,81,61-90,581,Carlos
6146,Crédito Pessoal,5453.19,38,31-60,501,Bruno
6147,Cartão de Crédito,4079.29,75,61-90,487,Ana
6148,Cartão de Crédito,2053.08,62,61-90,606,Bruno
6149,Cartão de Crédito,2306.13,9,0-30,647,Carlos
6150,Empréstimo Consignado,10600.11,50,31-60,678,Carlos
6151,Cartão de Crédito,2535.68,8,0-30,611,Daniela
6152,Cartão de Crédito,3477.7,136,90+,510,Helena
6153,Crédito Pessoal,5787.15,56,31-60,743,Carlos
6154,Crédito Pessoal,6751.05,57,31-60,738,Gustavo
6155,Crédito Pessoal,1044.57,64,61-90,596,Gustavo
6156,Crédito Pessoal,5183.91,154,90+,300,Gustavo
6157,Cartão de Crédito,1613.74,160,90+,534,Ana
6158,Cartão de Crédito,2184.05,29,0-30,786,Gustavo
6159,Crédito Pessoal,5864.15,41,31-60,700,Bruno
6160,Empréstimo Consignado,7311.08,41,31-60,602,Helena
6161,Crédito Pessoal,3431.62,22,0-30,889,Fernanda
6162,Crédito Pessoal,7508.32,54,31-60,720,Fernanda
6163,Crédito Pessoal,7014.44,25,0-30,786,Eduardo
6164,Crédito Pessoal,2256.2,45,31-60,693,Bruno
6165,Crédito Pessoal,6524.93,51,31-60,646,Fernanda
6166,Cartão de Crédito,2636.15,50,31-60,655,Fernanda
6167,Crédito Pessoal,5471.67,33,31-60,598,Daniela
6168,Empréstimo Consignado,12666.64,60,31-60,667,Eduardo
6169,Crédito Pessoal,5309.79,5,0-30,844,Fernanda
6170,Crédito Pessoal,6428.39,119,90+,356,Fernanda
6171,Crédito Pessoal,5428.08,14,0-30,621,Eduardo
6172,Cartão de Crédito,2675.62,23,0-30,667,Carlos
6173,Crédito Pessoal,3149.33,65,61-90,535,Fernanda
6174,Empréstimo Consignado,15361.69,2,0-30,664,Daniela
6175,Cartão de Crédito,39.53,86,61-90,435,Daniela
6176,Cartão de Crédito,1919.54,178,90+,498,Carlos
6177,Cartão de Crédito,2109.0,51,31-60,716,Fernanda
6178,Crédito Pessoal,6816.83,100,90+,328,Ana
6179,Crédito Pessoal,2178.05,4,0-30,792,Carlos
6180,Crédito Pessoal,4648.82,32,31-60,555,Daniela
6181,Cartão de Crédito,3129.51,24,0-30,811,Helena
6182,Crédito Pessoal,2564.25,63,61-90,637,Eduardo
6183,Crédito Pessoal,4726.08,21,0-30,799,Gustavo
6184,Empréstimo Consignado,7495.82,144,90+,518,Ana
6185,Crédito Pessoal,3804.04,70,61-90,577,Gustavo
6186,Empréstimo Consignado,8110.24,12,0-30,752,Gustavo
6187,Cartão de Crédito,2159.58,16,0-30,643,Gustavo
6188,Crédito Pessoal,6935.25,29,0-30,767,Fernanda
6189,Crédito Pessoal,6058.75,5,0-30,886,Daniela
6190,Crédito Pessoal,4631.31,39,31-60,696,Helena
6191,Cartão de Crédito,2552.71,25,0-30,673,Daniela
6192,Cartão de Crédito,2188.74,31,31-60,670,Gustavo
6193,Cartão de Crédito,3569.41,23,0-30,782,Carlos
6194,Empréstimo Consignado,9356.66,120,90+,315,Bruno
6195,Cartão de Crédito,2388.03,24,0-30,667,Daniela
6196,Crédito Pessoal,5877.13,108,90+,418,Helena
6197,Crédito Pessoal,8777.56,160,90+,368,Bruno
6198,Empréstimo Consignado,5943.61,29,0-30,641,Helena
6199,Crédito Pessoal,6769.11,16,0-30,709,Ana
6200,Crédito Pessoal,5828.47,9,0-30,640,Eduardo
6201,Cartão de Crédito,2327.09,17,0-30,605,Bruno
6202,Crédito Pessoal,3540.75,135,90+,374,Helena
6203,Empréstimo Consignado,10577.52,27,0-30,780,Bruno
6204,Cartão de Crédito,2732.63,24,0-30,872,Bruno
6205,Crédito Pessoal,7887.6,53,31-60,604,Bruno
6206,Empréstimo Consignado,11503.91,54,31-60,684,Helena
6207,Crédito Pessoal,5600.9,49,31-60,566,Bruno
6208,Crédito Pessoal,3555.98,8,0-30,743,Helena
6209,Crédito Pessoal,9108.61,42,31-60,679,Ana
6210,Crédito Pessoal,3761.41,20,0-30,699,Fernanda
6211,Cartão de Crédito,3164.44,22,0-30,689,Fernanda
6212,Crédito Pessoal,1456.51,32,31-60,715,Daniela
6213,Crédito Pessoal,8141.32,161,90+,545,Eduardo
6214,Crédito Pessoal,932.22,105,90+,538,Helena
6215,Cartão de Crédito,2249.17,28,0-30,811,Gustavo
6216,Empréstimo Consignado,4813.53,42,31-60,580,Daniela
6217,Crédito Pessoal,7791.02,52,31-60,614,Ana
6218,Crédito Pessoal,3515.66,125,90+,319,Ana
6219,Crédito Pessoal,6057.6,32,31-60,579,Bruno
6220,Crédito Pessoal,5533.92,2,0-30,655,Helena
6221,Cartão de Crédito,1343.97,173,90+,478,Helena
6222,Cartão de Crédito,3323.18,13,0-30,648,Gustavo
6223,Crédito Pessoal,4968.04,34,31-60,503,Ana
6224,Crédito Pessoal,8015.29,11,0-30,873,Helena
6225,Crédito Pessoal,6226.99,50,31-60,535,Gustavo
6226,Cartão de Crédito,1891.98,5,0-30,890,Helena
6227,Crédito Pessoal,4597.74,37,31-60,529,Ana
6228,Empréstimo Consignado,7311.07,24,0-30,851,Bruno
6229,Cartão de Crédito,3122.4,29,0-30,662,Helena
6230,Crédito Pessoal,6490.39,174,90+,381,Ana
6231,Cartão de Crédito,1961.44,3,0-30,768,Ana
6232,Empréstimo Consignado,10841.5,20,0-30,757,Ana
6233,Cartão de Crédito,2825.28,14,0-30,655,Carlos
6234,Crédito Pessoal,6338.78,2,0-30,741,Gustavo
6235,Crédito Pessoal,6035.66,40,31-60,648,Fernanda
6236,Empréstimo Consignado,10487.06,37,31-60,619,Daniela
6237,Cartão de Crédito,1753.75,14,0-30,825,Carlos
6238,Cartão de Crédito,2652.07,26,0-30,624,Gustavo
6239,Empréstimo Consignado,11022.26,35,31-60,677,Gustavo
6240,Empréstimo Consignado,11347.16,4,0-30,694,Daniela
6241,Empréstimo Consignado,11342.53,158,90+,352,Bruno
6242,Crédito Pessoal,3228.15,82,61-90,447,Bruno
6243,Cartão de Crédito,4162.6,20,0-30,669,Fernanda
6244,Cartão de Crédito,3912.07,82,61-90,575,Daniela
6245,Cartão de Crédito,1807.59,26,0-30,731,Daniela
6246,Cartão de Crédito,2260.78,31,31-60,651,Fernanda
6247,Crédito Pessoal,6370.3,69,61-90,633,Eduardo
6248,Cartão de Crédito,1922.85,19,0-30,812,Daniela
6249,Cartão de Crédito,2965.38,48,31-60,721,Daniela
6250,Crédito Pessoal,5423.45,167,90+,510,Bruno
6251,Cartão de Crédito,3530.95,47,31-60,680,Bruno
6252,Crédito Pessoal,5859.44,25,0-30,663,Ana
6253,Crédito Pessoal,938.93,77,61-90,434,Ana
6254,Crédito Pessoal,6725.29,45,31-60,511,Gustavo
6255,Crédito Pessoal,7459.26,13,0-30,847,Gustavo
6256,Cartão de Crédito,2449.54,39,31-60,611,Bruno
6257,Cartão de Crédito,2618.3,33,31-60,568,Gustavo
6258,Cartão de Crédito,2620.87,146,90+,510,Helena
6259,Empréstimo Consignado,6244.04,41,31-60,590,Ana
6260,Crédito Pessoal,9939.0,142,90+,337,Carlos
6261,Crédito Pessoal,3435.19,38,31-60,528,Carlos
6262,Empréstimo Consignado,10783.84,9,0-30,611,Fernanda
6263,Crédito Pessoal,6846.69,5,0-30,746,Ana
6264,Empréstimo Consignado,6626.42,48,31-60,636,Ana
6265,Empréstimo Consignado,5190.83,68,61-90,481,Gustavo
6266,Cartão de Crédito,2414.82,57,31-60,656,Daniela
6267,Empréstimo Consignado,10091.88,5,0-30,858,Helena
6268,Crédito Pessoal,5613.57,96,90+,386,Daniela
6269,Crédito Pessoal,8631.71,28,0-30,757,Helena
6270,Cartão de Crédito,2029.88,57,31-60,737,Helena
6271,Crédito Pessoal,3873.23,5,0-30,785,Carlos
6272,Empréstimo Consignado,10645.04,54,31-60,587,Helena
6273,Crédito Pessoal,1663.38,34,31-60,552,Gustavo
6274,Cartão de Crédito,2049.5,134,90+,400,Fernanda
6275,Cartão de Crédito,2395.51,13,0-30,828,Carlos
6276,Cartão de Crédito,2488.6,21,0-30,603,Daniela
6277,Crédito Pessoal,3984.62,1,0-30,656,Gustavo
6278,Crédito Pessoal,1351.67,3,0-30,627,Daniela
6279,Empréstimo Consignado,12244.06,4,0-30,615,Fernanda
6280,Crédito Pessoal,7723.89,11,0-30,612,Daniela
6281,Empréstimo Consignado,3006.47,97,90+,499,Ana
6282,Cartão de Crédito,3039.07,61,61-90,583,Bruno
6283,Cartão de Crédito,2391.93,103,90+,352,Gustavo
6284,Cartão de Crédito,2947.57,37,31-60,547,Carlos
6285,Crédito Pessoal,5561.2,17,0-30,880,Helena
6286,Cartão de Crédito,1334.19,160,90+,365,Eduardo
6287,Empréstimo Consignado,10406.09,11,0-30,757,Fernanda
6288,Crédito Pessoal,3896.06,44,31-60,603,Gustavo
6289,Empréstimo Consignado,210.89,72,61-90,402,Daniela
6290,Cartão de Crédito,2659.36,57,31-60,650,Ana
6291,Crédito Pessoal,1873.62,39,31-60,656,Carlos
6292,Crédito Pessoal,7289.55,164,90+,468,Daniela
6293,Empréstimo Consignado,7126.95,16,0-30,693,Helena
6294,Crédito Pessoal,5157.85,81,61-90,410,Ana
6295,Empréstimo Consignado,9559.05,37,31-60,520,Carlos
6296,Empréstimo Consignado,8314.81,12,0-30,726,Helena
6297,Crédito Pessoal,3817.94,96,90+,390,Carlos
6298,Crédito Pessoal,7259.16,57,31-60,651,Eduardo
6299,Cartão de Crédito,2413.16,55,31-60,743,Eduardo
6300,Crédito Pessoal,2751.62,66,61-90,494,Carlos
6301,Cartão de Crédito,2783.82,9,0-30,711,Ana
6302,Crédito Pessoal,4838.98,58,31-60,733,Daniela
6303,Cartão de Crédito,2481.64,32,31-60,533,Gustavo
6304,Cartão de Crédito,2600.6,39,31-60,579,Helena
6305,Crédito Pessoal,5111.96,27,0-30,682,Gustavo
6306,Crédito Pessoal,7914.97,70,61-90,428,Fernanda
6307,Crédito Pessoal,3397.91,156,90+,532,Helena
6308,Crédito Pessoal,838.37,45,31-60,630,Daniela
6309,Cartão de Crédito,2500.47,18,0-30,610,Carlos
6310,Empréstimo Consignado,10495.54,5,0-30,661,Gustavo
6311,Crédito Pessoal,1871.62,36,31-60,602,Daniela
6312,Cartão de Crédito,2791.62,137,90+,332,Eduardo
6313,Cartão de Crédito,1374.69,19,0-30,735,Daniela
6314,Crédito Pessoal,6687.52,118,90+,452,Bruno
6315,Crédito Pessoal,5021.58,10,0-30,687,Eduardo
6316,Empréstimo Consignado,5360.42,169,90+,453,Eduardo
6317,Cartão de Crédito,1217.18,5,0-30,616,Carlos
6318,Cartão de Crédito,4244.86,61,61-90,490,Carlos
6319,Cartão de Crédito,4344.2,58,31-60,656,Daniela
6320,Crédito Pessoal,2841.87,3,0-30,898,Daniela
6321,Cartão de Crédito,1617.91,42,31-60,730,Carlos
6322,Cartão de Crédito,2563.27,1,0-30,852,Helena
6323,Cartão de Crédito,2191.51,39,31-60,572,Ana
6324,Crédito Pessoal,4347.83,47,31-60,705,Daniela
6325,Crédito Pessoal,5567.47,62,61-90,404,Ana
6326,Crédito Pessoal,8835.49,21,0-30,777,Gustavo
6327,Empréstimo Consignado,12086.32,79,61-90,621,Helena
6328,Crédito Pessoal,4359.49,6,0-30,819,Eduardo
6329,Cartão de Crédito,3077.69,38,31-60,672,Fernanda
6330,Crédito Pessoal,1305.91,82,61-90,564,Fernanda
6331,Crédito Pessoal,5271.8,11,0-30,819,Bruno
6332,Cartão de Crédito,2310.68,31,31-60,535,Ana
6333,Cartão de Crédito,3270.76,82,61-90,560,Daniela
6334,Cartão de Crédito,2997.54,87,61-90,533,Fernanda
6335,Crédito Pessoal,5617.76,7,0-30,847,Gustavo
6336,Cartão de Crédito,2868.2,38,31-60,614,Carlos
6337,Crédito Pessoal,4132.91,53,31-60,703,Carlos
6338,Crédito Pessoal,6935.29,18,0-30,670,Bruno
6339,Cartão de Crédito,2868.11,45,31-60,672,Bruno
6340,Crédito Pessoal,4675.51,113,90+,391,Helena
6341,Crédito Pessoal,5197.48,75,61-90,534,Eduardo
6342,Cartão de Crédito,3175.27,18,0-30,844,Gustavo
6343,Cartão de Crédito,3250.95,16,0-30,623,Helena
6344,Empréstimo Consignado,6973.28,33,31-60,544,Ana
6345,Crédito Pessoal,3212.57,22,0-30,788,Bruno
6346,Crédito Pessoal,4088.7,24,0-30,885,Eduardo
6347,Crédito Pessoal,4191.74,39,31-60,564,Gustavo
6348,Empréstimo Consignado,8369.76,56,31-60,659,Eduardo
6349,Cartão de Crédito,3457.94,59,31-60,684,Eduardo
6350,Cartão de Crédito,2123.57,68,61-90,547,Fernanda
6351,Crédito Pessoal,5776.04,51,31-60,584,Fernanda
6352,Cartão de Crédito,2352.62,22,0-30,682,Daniela
