cliente_id,produto,valor_divida,dias_atraso,faixa_atraso,score,operador,total_acionamentos,taxa_contato,taxa_promessa,total_pago,qtd_pagamentos,cliente_recuperado,percentual_recuperado
5730,Empréstimo Consignado,9739.73,52,31-60,617,Carlos,4.0,0.25,0.0,0.0,0.0,0,0.0
5731,Empréstimo Consignado,11656.57,85,61-90,436,Eduardo,5.0,0.4,0.2,8551.99,1.0,1,0.7336626469021333
5732,Crédito Pessoal,3391.49,59,31-60,531,Gustavo,3.0,0.6666666666666666,0.0,0.0,0.0,0,0.0
5733,Cartão de Crédito,1500.38,76,61-90,442,Gustavo,3.0,0.0,0.0,0.0,0.0,0,0.0
5734,Cartão de Crédito,3197.6,2,0-30,891,Carlos,4.0,0.75,0.5,0.0,0.0,0,0.0
5735,Cartão de Crédito,2260.94,116,90+,397,Bruno,5.0,0.4,0.2,0.0,0.0,0,0.0
5736,Cartão de Crédito,2148.96,10,0-30,880,Daniela,2.0,0.0,0.0,0.0,0.0,0,0.0
5737,Cartão de Crédito,3642.91,31,31-60,607,Ana,2.0,0.5,0.0,0.0,0.0,0,0.0
5738,Crédito Pessoal,4464.31,26,0-30,695,Gustavo,4.0,0.5,0.0,0.0,0.0,0,0.0
5739,Crédito Pessoal,5555.31,8,0-30,665,Daniela,5.0,0.8,0.0,0.0,0.0,0,0.0
5740,Cartão de Crédito,1210.81,22,0-30,608,Bruno,3.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0,0.0
5741,Empréstimo Consignado,7770.95,89,61-90,629,Eduardo,2.0,0.5,0.5,0.0,0.0,0,0.0
5742,Cartão de Crédito,1794.98,66,61-90,620,Helena,3.0,1.0,0.3333333333333333,1627.23,1.0,1,0.906544919720554
5743,Empréstimo Consignado,6479.11,149,90+,401,Bruno,4.0,0.5,0.25,0.0,0.0,0,0.0
5744,Empréstimo Consignado,6302.42,160,90+,445,Ana,1.0,0.0,0.0,0.0,0.0,0,0.0
5745,Crédito Pessoal,7602.78,46,31-60,521,Eduardo,4.0,0.5,0.5,3046.22,1.0,1,0.4006718595040235
5746,Cartão de Crédito,1969.49,57,31-60,598,Fernanda,4.0,0.5,0.25,1747.26,1.0,1,0.8871636819684283
5747,Cartão de Crédito,2072.19,56,31-60,514,Gustavo,2.0,0.0,0.0,0.0,0.0,0,0.0
5748,Empréstimo Consignado,12603.58,68,61-90,406,Eduardo,4.0,0.5,0.0,0.0,0.0,0,0.0
5749,Empréstimo Consignado,6929.51,70,61-90,540,Ana,1.0,0.0,0.0,0.0,0.0,0,0.0
5750,Cartão de Crédito,2003.64,63,61-90,505,Gustavo,3.0,0.3333333333333333,0.0,0.0,0.0,0,0.0
5751,Crédito Pessoal,7200.1,33,31-60,663,Daniela,1.0,1.0,1.0,5181.0,1.0,1,0.7195733392591769
5752,Cartão de Crédito,2512.76,16,0-30,615,Eduardo,2.0,0.5,0.5,0.0,0.0,0,0.0
5753,Crédito Pessoal,5175.49,99,90+,468,Daniela,2.0,0.0,0.0,0.0,0.0,0,0.0
5754,Cartão de Crédito,2739.11,81,61-90,420,Carlos,4.0,0.0,0.0,0.0,0.0,0,0.0
5755,Empréstimo Consignado,12018.84,52,31-60,527,Ana,3.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0,0.0
5756,Crédito Pessoal,2932.09,21,0-30,682,Carlos,5.0,0.6,0.0,0.0,0.0,0,0.0
5757,Cartão de Crédito,3415.54,71,61-90,416,Eduardo,3.0,0.0,0.0,0.0,0.0,0,0.0
5758,Crédito Pessoal,2012.56,34,31-60,564,Ana,2.0,0.5,0.5,0.0,0.0,0,0.0
5759,Crédito Pessoal,3369.26,57,31-60,640,Eduardo,2.0,1.0,0.5,0.0,0.0,0,0.0
5760,Crédito Pessoal,3206.74,8,0-30,635,Gustavo,4.0,0.25,0.25,0.0,0.0,0,0.0
5761,Cartão de Crédito,2387.16,121,90+,538,Ana,6.0,0.6666666666666666,0.3333333333333333,2111.01,1.0,1,0.8843186045342585
5762,Empréstimo Consignado,5749.33,60,31-60,557,Daniela,3.0,0.6666666666666666,0.3333333333333333,9621.8,2.0,1,1.6735515268735661
5763,Empréstimo Consignado,11813.0,114,90+,533,Bruno,1.0,1.0,0.0,0.0,0.0,0,0.0
5764,Crédito Pessoal,6040.18,56,31-60,519,Fernanda,5.0,0.4,0.2,0.0,0.0,0,0.0
5765,Empréstimo Consignado,7956.14,41,31-60,732,Bruno,4.0,0.75,0.0,0.0,0.0,0,0.0
5766,Cartão de Crédito,1797.46,14,0-30,703,Helena,3.0,0.6666666666666666,0.0,0.0,0.0,0,0.0
5767,Crédito Pessoal,7802.72,15,0-30,605,Ana,2.0,0.0,0.0,0.0,0.0,0,0.0
5768,Crédito Pessoal,5196.72,37,31-60,522,Gustavo,1.0,1.0,1.0,3735.36,1.0,1,0.7187918533228652
5769,Crédito Pessoal,4498.43,103,90+,469,Carlos,4.0,0.0,0.0,0.0,0.0,0,0.0
5770,Empréstimo Consignado,7591.8,35,31-60,651,Ana,4.0,0.75,0.5,18270.27,3.0,1,2.406579467320003
5771,Cartão de Crédito,2322.49,38,31-60,743,Daniela,4.0,1.0,0.0,0.0,0.0,0,0.0
5772,Cartão de Crédito,3176.89,36,31-60,740,Fernanda,3.0,0.6666666666666666,0.0,0.0,0.0,0,0.0
5773,Crédito Pessoal,7260.71,119,90+,304,Helena,6.0,0.3333333333333333,0.16666666666666666,0.0,0.0,0,0.0
5774,Cartão de Crédito,1759.24,30,0-30,645,Helena,4.0,0.5,0.0,0.0,0.0,0,0.0
5775,Crédito Pessoal,3695.43,45,31-60,516,Carlos,6.0,0.5,0.16666666666666666,0.0,0.0,0,0.0
5776,Crédito Pessoal,3795.18,23,0-30,674,Ana,5.0,0.2,0.0,0.0,0.0,0,0.0
5777,Cartão de Crédito,2755.89,42,31-60,526,Gustavo,4.0,0.25,0.25,2398.41,1.0,1,0.8702850984618399
5778,Crédito Pessoal,6996.12,22,0-30,795,Fernanda,3.0,0.6666666666666666,0.0,0.0,0.0,0,0.0
5779,Empréstimo Consignado,3880.88,44,31-60,522,Fernanda,7.0,0.42857142857142855,0.14285714285714285,2777.62,1.0,1,0.7157191152522108
5780,Crédito Pessoal,2907.25,142,90+,386,Gustavo,1.0,0.0,0.0,0.0,0.0,0,0.0
5781,Cartão de Crédito,2225.12,43,31-60,612,Ana,5.0,0.6,0.2,0.0,0.0,0,0.0
5782,Crédito Pessoal,6067.52,71,61-90,520,Eduardo,5.0,0.4,0.2,10844.689999999999,2.0,1,1.7873348583935442
5783,Cartão de Crédito,1747.22,30,0-30,748,Daniela,6.0,0.8333333333333334,0.3333333333333333,1489.14,1.0,1,0.852291068096748
5784,Crédito Pessoal,4227.87,58,31-60,649,Daniela,3.0,0.6666666666666666,0.6666666666666666,5932.73,2.0,1,1.4032432406862083
5785,Crédito Pessoal,3557.06,39,31-60,564,Gustavo,5.0,0.2,0.2,0.0,0.0,0,0.0
5786,Empréstimo Consignado,10272.55,153,90+,459,Bruno,4.0,0.5,0.25,6375.53,1.0,1,0.6206375242758614
5787,Crédito Pessoal,4780.92,81,61-90,589,Eduardo,5.0,0.4,0.0,0.0,0.0,0,0.0
5788,Empréstimo Consignado,5813.89,5,0-30,883,Gustavo,3.0,0.6666666666666666,0.0,0.0,0.0,0,0.0
5789,Empréstimo Consignado,4470.99,61,61-90,481,Carlos,3.0,0.0,0.0,0.0,0.0,0,0.0
5790,Crédito Pessoal,4207.91,11,0-30,606,Fernanda,4.0,0.0,0.0,0.0,0.0,0,0.0
5791,Crédito Pessoal,4472.09,38,31-60,681,Helena,3.0,0.6666666666666666,0.0,0.0,0.0,0,0.0
5792,Cartão de Crédito,3177.85,55,31-60,601,Bruno,3.0,0.6666666666666666,0.0,0.0,0.0,0,0.0
5793,Empréstimo Consignado,11054.52,124,90+,497,Helena,3.0,0.0,0.0,0.0,0.0,0,0.0
5794,Empréstimo Consignado,4450.77,9,0-30,613,Daniela,5.0,0.4,0.2,0.0,0.0,0,0.0
5795,Cartão de Crédito,3287.66,4,0-30,782,Ana,3.0,0.6666666666666666,0.0,0.0,0.0,0,0.0
5796,Cartão de Crédito,3070.07,25,0-30,643,Eduardo,4.0,0.75,0.75,1825.28,1.0,1,0.5945401896373698
5797,Crédito Pessoal,3937.94,49,31-60,673,Daniela,5.0,0.6,0.2,0.0,0.0,0,0.0
5798,Empréstimo Consignado,10273.81,28,0-30,613,Daniela,4.0,1.0,0.5,5548.95,1.0,1,0.5401063480831356
5799,Empréstimo Consignado,5623.58,53,31-60,543,Eduardo,4.0,0.25,0.0,0.0,0.0,0,0.0
5800,Crédito Pessoal,5811.3,47,31-60,668,Daniela,4.0,0.5,0.0,0.0,0.0,0,0.0
5801,Crédito Pessoal,9850.46,48,31-60,572,Helena,3.0,0.6666666666666666,0.0,0.0,0.0,0,0.0
5802,Crédito Pessoal,5461.1,161,90+,522,Helena,5.0,0.6,0.2,0.0,0.0,0,0.0
5803,Crédito Pessoal,4316.43,54,31-60,501,Bruno,2.0,0.5,0.5,0.0,0.0,0,0.0
5804,Empréstimo Consignado,4058.6,170,90+,509,Gustavo,5.0,0.6,0.2,0.0,0.0,0,0.0
5805,Crédito Pessoal,5164.23,15,0-30,860,Helena,7.0,0.7142857142857143,0.42857142857142855,5859.51,2.0,1,1.1346338176262485
5806,Crédito Pessoal,6995.81,17,0-30,689,Eduardo,1.0,1.0,0.0,0.0,0.0,0,0.0
5807,Crédito Pessoal,3581.28,52,31-60,586,Daniela,2.0,0.5,0.0,0.0,0.0,0,0.0
5808,Empréstimo Consignado,9622.85,58,31-60,639,Daniela,8.0,0.625,0.125,0.0,0.0,0,0.0
5809,Cartão de Crédito,2289.35,18,0-30,851,Eduardo,6.0,0.6666666666666666,0.3333333333333333,3256.71,2.0,1,1.4225478847707866
5810,Crédito Pessoal,4203.07,101,90+,426,Ana,1.0,1.0,0.0,0.0,0.0,0,0.0
5811,Crédito Pessoal,5978.58,42,31-60,576,Helena,3.0,0.3333333333333333,0.3333333333333333,3229.1,1.0,1,0.5401115315007912
5812,Empréstimo Consignado,2320.44,31,31-60,598,Carlos,3.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0,0.0
5813,Empréstimo Consignado,7425.95,30,0-30,646,Eduardo,1.0,0.0,0.0,0.0,0.0,0,0.0
5814,Crédito Pessoal,6974.11,28,0-30,762,Ana,4.0,0.75,0.25,10472.89,2.0,1,1.5016812181052492
5815,Crédito Pessoal,4630.39,88,61-90,515,Fernanda,4.0,0.5,0.25,0.0,0.0,0,0.0
5816,Crédito Pessoal,5014.03,12,0-30,678,Daniela,5.0,0.4,0.2,0.0,0.0,0,0.0
5817,Crédito Pessoal,4734.56,83,61-90,590,Bruno,3.0,1.0,0.3333333333333333,5803.469999999999,2.0,1,1.2257675475651377
5818,Cartão de Crédito,4030.09,13,0-30,607,Fernanda,5.0,0.2,0.2,0.0,0.0,0,0.0
5819,Empréstimo Consignado,9154.53,66,61-90,422,Gustavo,5.0,0.6,0.2,16989.4,2.0,1,1.8558462313193578
5820,Cartão de Crédito,1479.15,16,0-30,868,Daniela,6.0,0.8333333333333334,0.16666666666666666,1996.57,2.0,1,1.3498090119325288
5821,Empréstimo Consignado,5402.14,166,90+,322,Daniela,4.0,0.25,0.0,0.0,0.0,0,0.0
5822,Crédito Pessoal,5187.9,3,0-30,630,Fernanda,2.0,0.5,0.0,0.0,0.0,0,0.0
5823,Cartão de Crédito,3506.29,17,0-30,769,Ana,1.0,1.0,0.0,0.0,0.0,0,0.0
5824,Cartão de Crédito,3028.89,10,0-30,729,Eduardo,4.0,0.25,0.0,0.0,0.0,0,0.0
5825,Crédito Pessoal,6984.75,46,31-60,638,Helena,2.0,0.0,0.0,0.0,0.0,0,0.0
5826,Crédito Pessoal,2740.47,63,61-90,552,Carlos,3.0,0.6666666666666666,0.3333333333333333,4034.35,2.0,1,1.4721379909285635
5827,Cartão de Crédito,3004.62,19,0-30,756,Carlos,6.0,0.6666666666666666,0.3333333333333333,3990.5,2.0,1,1.328121359772617
5828,Crédito Pessoal,3524.43,36,31-60,521,Helena,1.0,1.0,0.0,0.0,0.0,0,0.0
5829,Crédito Pessoal,4759.97,5,0-30,725,Eduardo,6.0,1.0,0.16666666666666666,0.0,0.0,0,0.0
5830,Cartão de Crédito,3180.07,87,61-90,546,Gustavo,6.0,0.3333333333333333,0.16666666666666666,2330.31,1.0,1,0.7327857562883835
5831,Empréstimo Consignado,6294.13,82,61-90,600,Helena,3.0,0.0,0.0,0.0,0.0,0,0.0
5832,Cartão de Crédito,1347.77,64,61-90,568,Helena,6.0,0.3333333333333333,0.16666666666666666,1545.1599999999999,2.0,1,1.146456739651424
5833,Empréstimo Consignado,6895.73,17,0-30,765,Eduardo,1.0,1.0,0.0,0.0,0.0,0,0.0
5834,Crédito Pessoal,5242.12,15,0-30,756,Bruno,5.0,0.8,0.4,8392.98,2.0,1,1.6010659809390093
5835,Cartão de Crédito,3046.33,31,31-60,573,Eduardo,7.0,0.14285714285714285,0.0,0.0,0.0,0,0.0
5836,Cartão de Crédito,1788.73,55,31-60,521,Gustavo,6.0,0.3333333333333333,0.0,0.0,0.0,0,0.0
5837,Empréstimo Consignado,6337.69,21,0-30,863,Bruno,4.0,0.5,0.0,0.0,0.0,0,0.0
5838,Crédito Pessoal,5430.44,45,31-60,546,Eduardo,5.0,0.4,0.2,2961.85,1.0,1,0.5454162093679333
5839,Cartão de Crédito,2936.66,48,31-60,633,Gustavo,5.0,0.4,0.0,0.0,0.0,0,0.0
5840,Cartão de Crédito,2662.32,45,31-60,506,Gustavo,3.0,0.3333333333333333,0.0,0.0,0.0,0,0.0
5841,Crédito Pessoal,4706.93,2,0-30,811,Bruno,3.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0,0.0
5842,Crédito Pessoal,3520.95,36,31-60,708,Eduardo,3.0,0.6666666666666666,0.3333333333333333,1627.69,1.0,1,0.4622871668157742
5843,Crédito Pessoal,6774.27,71,61-90,563,Eduardo,4.0,0.25,0.0,0.0,0.0,0,0.0
5844,Crédito Pessoal,7427.08,7,0-30,735,Carlos,6.0,0.8333333333333334,0.16666666666666666,3932.32,1.0,1,0.5294570679190207
5845,Empréstimo Consignado,6246.65,38,31-60,704,Daniela,0.0,0.0,0.0,0.0,0.0,0,0.0
5846,Crédito Pessoal,4051.2,44,31-60,587,Daniela,5.0,0.4,0.2,0.0,0.0,0,0.0
5847,Crédito Pessoal,6367.34,3,0-30,841,Bruno,2.0,0.5,0.5,0.0,0.0,0,0.0
5848,Cartão de Crédito,2633.83,21,0-30,878,Ana,4.0,0.75,0.0,0.0,0.0,0,0.0
5849,Crédito Pessoal,6163.8,13,0-30,660,Helena,4.0,0.25,0.0,0.0,0.0,0,0.0
5850,Cartão de Crédito,2716.81,30,0-30,898,Fernanda,9.0,0.8888888888888888,0.3333333333333333,0.0,0.0,0,0.0
5851,Crédito Pessoal,5759.43,16,0-30,694,Carlos,0.0,0.0,0.0,0.0,0.0,0,0.0
5852,Empréstimo Consignado,6778.38,9,0-30,747,Helena,2.0,0.5,0.5,16961.16,3.0,1,2.502243898984713
5853,Empréstimo Consignado,2006.06,103,90+,443,Eduardo,4.0,0.25,0.25,0.0,0.0,0,0.0
5854,Empréstimo Consignado,8579.98,49,31-60,705,Carlos,1.0,1.0,1.0,6800.5,1.0,1,0.7926009151536484
5855,Crédito Pessoal,6379.85,60,31-60,502,Ana,2.0,1.0,0.5,0.0,0.0,0,0.0
5856,Cartão de Crédito,2728.66,139,90+,329,Carlos,2.0,0.5,0.0,0.0,0.0,0,0.0
5857,Crédito Pessoal,3507.99,52,31-60,517,Ana,3.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0,0.0
5858,Crédito Pessoal,3842.4,38,31-60,686,Fernanda,2.0,0.5,0.0,0.0,0.0,0,0.0
5859,Crédito Pessoal,9914.19,83,61-90,597,Ana,4.0,0.75,0.5,8899.86,1.0,1,0.8976890699088882
5860,Cartão de Crédito,2781.42,51,31-60,711,Ana,5.0,0.4,0.2,0.0,0.0,0,0.0
5861,Cartão de Crédito,621.81,62,61-90,434,Gustavo,2.0,0.5,0.5,589.24,1.0,1,0.9476206558273429
5862,Cartão de Crédito,2040.61,87,61-90,546,Ana,7.0,0.5714285714285714,0.2857142857142857,1429.88,1.0,1,0.700712041987445
5863,Crédito Pessoal,4565.91,48,31-60,525,Ana,3.0,0.0,0.0,0.0,0.0,0,0.0
5864,Crédito Pessoal,2523.26,105,90+,334,Eduardo,1.0,0.0,0.0,0.0,0.0,0,0.0
5865,Cartão de Crédito,2396.12,3,0-30,675,Carlos,5.0,0.8,0.4,0.0,0.0,0,0.0
5866,Crédito Pessoal,4014.16,21,0-30,671,Daniela,3.0,0.6666666666666666,0.0,0.0,0.0,0,0.0
5867,Cartão de Crédito,2656.68,21,0-30,848,Daniela,3.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0,0.0
5868,Crédito Pessoal,4430.41,61,61-90,456,Helena,3.0,1.0,0.6666666666666666,3655.87,1.0,1,0.8251764509379493
5869,Empréstimo Consignado,5899.88,150,90+,400,Eduardo,5.0,0.6,0.4,0.0,0.0,0,0.0
5870,Cartão de Crédito,2228.94,180,90+,348,Bruno,3.0,0.0,0.0,0.0,0.0,0,0.0
5871,Crédito Pessoal,6694.12,37,31-60,509,Fernanda,7.0,0.5714285714285714,0.2857142857142857,3774.6,1.0,1,0.5638679916105478
5872,Crédito Pessoal,5128.16,49,31-60,712,Gustavo,1.0,1.0,0.0,0.0,0.0,0,0.0
5873,Cartão de Crédito,2327.85,56,31-60,740,Helena,4.0,0.5,0.25,1042.95,1.0,1,0.44803144532508543
5874,Empréstimo Consignado,9053.73,4,0-30,836,Ana,1.0,0.0,0.0,0.0,0.0,0,0.0
5875,Crédito Pessoal,4996.83,64,61-90,633,Carlos,3.0,0.0,0.0,0.0,0.0,0,0.0
5876,Crédito Pessoal,2786.87,112,90+,456,Ana,5.0,0.2,0.0,0.0,0.0,0,0.0
5877,Empréstimo Consignado,10059.63,68,61-90,622,Gustavo,2.0,1.0,0.5,0.0,0.0,0,0.0
5878,Cartão de Crédito,2000.52,54,31-60,603,Helena,5.0,0.6,0.2,1246.6,1.0,1,0.6231379841241277
5879,Crédito Pessoal,4314.89,4,0-30,697,Ana,7.0,0.42857142857142855,0.14285714285714285,0.0,0.0,0,0.0
5880,Cartão de Crédito,1289.13,107,90+,525,Helena,3.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0,0.0
5881,Crédito Pessoal,6643.9,30,0-30,821,Daniela,6.0,0.6666666666666666,0.5,0.0,0.0,0,0.0
5882,Cartão de Crédito,2599.73,50,31-60,567,Ana,5.0,0.6,0.4,0.0,0.0,0,0.0
5883,Crédito Pessoal,5569.71,34,31-60,732,Helena,6.0,0.6666666666666666,0.0,0.0,0.0,0,0.0
5884,Empréstimo Consignado,10441.42,8,0-30,879,Gustavo,3.0,1.0,0.0,0.0,0.0,0,0.0
5885,Cartão de Crédito,3157.91,180,90+,342,Carlos,2.0,0.0,0.0,0.0,0.0,0,0.0
5886,Cartão de Crédito,1936.56,25,0-30,752,Carlos,1.0,0.0,0.0,0.0,0.0,0,0.0
5887,Cartão de Crédito,2509.7,1,0-30,889,Daniela,4.0,0.75,0.25,0.0,0.0,0,0.0
5888,Empréstimo Consignado,7742.45,81,61-90,623,Eduardo,1.0,1.0,0.0,0.0,0.0,0,0.0
5889,Empréstimo Consignado,7458.18,62,61-90,616,Daniela,0.0,0.0,0.0,0.0,0.0,0,0.0
5890,Cartão de Crédito,1856.39,36,31-60,618,Daniela,4.0,0.25,0.25,1375.64,1.0,1,0.7410296327819047
5891,Cartão de Crédito,3640.02,59,31-60,713,Gustavo,6.0,0.8333333333333334,0.3333333333333333,3220.06,1.0,1,0.8846270075439145
5892,Cartão de Crédito,3311.33,165,90+,352,Ana,4.0,0.5,0.0,0.0,0.0,0,0.0
5893,Cartão de Crédito,2854.74,20,0-30,819,Bruno,4.0,0.25,0.0,0.0,0.0,0,0.0
5894,Crédito Pessoal,7713.6,13,0-30,842,Fernanda,6.0,1.0,0.3333333333333333,7150.09,2.0,1,0.9269459137108483
5895,Cartão de Crédito,2879.55,11,0-30,652,Eduardo,4.0,0.5,0.5,0.0,0.0,0,0.0
5896,Crédito Pessoal,4393.8,14,0-30,716,Eduardo,1.0,1.0,0.0,0.0,0.0,0,0.0
5897,Empréstimo Consignado,6735.56,9,0-30,641,Gustavo,3.0,1.0,0.6666666666666666,14725.48,3.0,1,2.1862295043025375
5898,Crédito Pessoal,5771.45,111,90+,438,Eduardo,4.0,0.5,0.0,0.0,0.0,0,0.0
5899,Empréstimo Consignado,3865.61,46,31-60,746,Ana,4.0,0.75,0.5,3391.4300000000003,2.0,1,0.8773337196457998
5900,Cartão de Crédito,3193.35,159,90+,436,Helena,5.0,0.2,0.0,0.0,0.0,0,0.0
5901,Cartão de Crédito,1197.22,16,0-30,890,Daniela,1.0,1.0,0.0,0.0,0.0,0,0.0
5902,Cartão de Crédito,3381.9,69,61-90,647,Fernanda,3.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0,0.0
5903,Crédito Pessoal,5993.4,5,0-30,700,Gustavo,3.0,0.3333333333333333,0.3333333333333333,2556.87,1.0,1,0.4266142757032736
5904,Crédito Pessoal,8901.47,171,90+,386,Gustavo,1.0,0.0,0.0,0.0,0.0,0,0.0
5905,Crédito Pessoal,5360.16,87,61-90,496,Ana,1.0,1.0,0.0,0.0,0.0,0,0.0
5906,Cartão de Crédito,3024.77,85,61-90,592,Carlos,2.0,0.5,0.5,2341.93,1.0,1,0.7742506041781688
5907,Crédito Pessoal,6393.98,73,61-90,483,Bruno,5.0,0.2,0.0,0.0,0.0,0,0.0
5908,Cartão de Crédito,1791.54,134,90+,304,Helena,4.0,0.5,0.0,0.0,0.0,0,0.0
5909,Crédito Pessoal,2865.26,36,31-60,720,Bruno,2.0,1.0,0.5,3240.2,2.0,1,1.130857234596511
5910,Crédito Pessoal,3132.44,97,90+,453,Fernanda,5.0,0.2,0.0,0.0,0.0,0,0.0
5911,Crédito Pessoal,4934.54,12,0-30,650,Ana,1.0,0.0,0.0,0.0,0.0,0,0.0
5912,Empréstimo Consignado,7978.22,53,31-60,537,Daniela,0.0,0.0,0.0,0.0,0.0,0,0.0
5913,Cartão de Crédito,2527.24,27,0-30,858,Eduardo,4.0,0.5,0.25,3741.6499999999996,2.0,1,1.4805281651129294
5914,Crédito Pessoal,5988.3,26,0-30,786,Fernanda,1.0,1.0,0.0,0.0,0.0,0,0.0
5915,Cartão de Crédito,1905.74,7,0-30,612,Fernanda,1.0,1.0,0.0,0.0,0.0,0,0.0
5916,Crédito Pessoal,6677.98,60,31-60,722,Carlos,1.0,1.0,1.0,0.0,0.0,0,0.0
5917,Empréstimo Consignado,9291.58,48,31-60,708,Carlos,3.0,0.6666666666666666,0.0,0.0,0.0,0,0.0
5918,Cartão de Crédito,3764.55,66,61-90,562,Gustavo,5.0,0.4,0.4,0.0,0.0,0,0.0
5919,Crédito Pessoal,5861.86,102,90+,386,Gustavo,4.0,0.5,0.0,0.0,0.0,0,0.0
5920,Cartão de Crédito,2444.44,3,0-30,858,Fernanda,5.0,0.8,0.2,1402.6,1.0,1,0.5737919523490043
5921,Crédito Pessoal,9294.96,30,0-30,780,Gustavo,6.0,0.6666666666666666,0.5,0.0,0.0,0,0.0
5922,Empréstimo Consignado,7748.11,79,61-90,454,Helena,5.0,0.2,0.0,0.0,0.0,0,0.0
5923,Crédito Pessoal,5579.01,28,0-30,772,Bruno,4.0,0.75,0.25,4547.03,1.0,1,0.8150245294416033
5924,Cartão de Crédito,2847.63,48,31-60,565,Fernanda,4.0,0.0,0.0,0.0,0.0,0,0.0
5925,Crédito Pessoal,6862.11,27,0-30,794,Daniela,5.0,0.6,0.0,0.0,0.0,0,0.0
5926,Cartão de Crédito,2568.41,86,61-90,483,Eduardo,6.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0,0.0
5927,Cartão de Crédito,4713.63,146,90+,539,Gustavo,6.0,0.5,0.0,0.0,0.0,0,0.0
5928,Cartão de Crédito,2041.36,20,0-30,844,Bruno,5.0,1.0,0.2,2024.86,1.0,1,0.9919171532703688
5929,Cartão de Crédito,3691.66,28,0-30,795,Daniela,4.0,0.75,0.5,0.0,0.0,0,0.0
5930,Empréstimo Consignado,3612.89,62,61-90,461,Eduardo,6.0,0.5,0.0,0.0,0.0,0,0.0
5931,Crédito Pessoal,3030.91,87,61-90,424,Ana,2.0,0.0,0.0,0.0,0.0,0,0.0
5932,Crédito Pessoal,1887.53,9,0-30,651,Daniela,2.0,0.0,0.0,0.0,0.0,0,0.0
5933,Crédito Pessoal,3149.56,139,90+,349,Fernanda,7.0,0.2857142857142857,0.0,0.0,0.0,0,0.0
5934,Empréstimo Consignado,3091.95,36,31-60,621,Fernanda,11.0,0.5454545454545454,0.09090909090909091,0.0,0.0,0,0.0
5935,Crédito Pessoal,5216.38,3,0-30,894,Carlos,8.0,0.75,0.5,0.0,0.0,0,0.0
5936,Cartão de Crédito,1785.69,149,90+,351,Gustavo,3.0,0.0,0.0,0.0,0.0,0,0.0
5937,Cartão de Crédito,3711.83,72,61-90,475,Daniela,1.0,1.0,0.0,0.0,0.0,0,0.0
5938,Crédito Pessoal,6005.34,53,31-60,539,Daniela,2.0,0.5,0.5,0.0,0.0,0,0.0
5939,Crédito Pessoal,5133.28,26,0-30,831,Fernanda,4.0,0.75,0.5,0.0,0.0,0,0.0
5940,Crédito Pessoal,5531.51,59,31-60,559,Fernanda,4.0,0.0,0.0,0.0,0.0,0,0.0
5941,Crédito Pessoal,6292.08,72,61-90,615,Helena,4.0,0.5,0.5,0.0,0.0,0,0.0
5942,Crédito Pessoal,7385.44,7,0-30,796,Daniela,5.0,0.8,0.4,6565.26,1.0,1,0.888946359323209
5943,Crédito Pessoal,4005.52,52,31-60,519,Eduardo,1.0,1.0,1.0,0.0,0.0,0,0.0
5944,Empréstimo Consignado,5955.2,15,0-30,601,Eduardo,2.0,1.0,1.0,0.0,0.0,0,0.0
5945,Empréstimo Consignado,9244.34,44,31-60,712,Ana,2.0,0.5,0.0,0.0,0.0,0,0.0
5946,Crédito Pessoal,8137.89,34,31-60,605,Ana,2.0,0.5,0.5,6844.36,1.0,1,0.8410484781681737
5947,Crédito Pessoal,2276.16,22,0-30,815,Eduardo,1.0,1.0,1.0,1983.38,1.0,1,0.8713710811190778
5948,Crédito Pessoal,5798.39,55,31-60,508,Helena,7.0,0.7142857142857143,0.14285714285714285,0.0,0.0,0,0.0
5949,Cartão de Crédito,3532.78,28,0-30,766,Gustavo,1.0,1.0,0.0,0.0,0.0,0,0.0
5950,Empréstimo Consignado,9846.92,37,31-60,746,Helena,8.0,0.75,0.375,0.0,0.0,0,0.0
5951,Crédito Pessoal,5664.05,29,0-30,809,Eduardo,3.0,0.6666666666666666,0.0,0.0,0.0,0,0.0
5952,Crédito Pessoal,6080.73,73,61-90,457,Helena,5.0,0.2,0.0,0.0,0.0,0,0.0
5953,Cartão de Crédito,3942.7,76,61-90,571,Bruno,3.0,0.3333333333333333,0.3333333333333333,3027.44,1.0,1,0.7678595886067924
5954,Cartão de Crédito,3135.97,15,0-30,642,Daniela,4.0,0.5,0.0,0.0,0.0,0,0.0
5955,Crédito Pessoal,1897.76,117,90+,437,Daniela,2.0,0.0,0.0,0.0,0.0,0,0.0
5956,Cartão de Crédito,2432.35,2,0-30,708,Carlos,2.0,1.0,0.5,2693.27,2.0,1,1.1072707463975169
5957,Crédito Pessoal,5175.12,12,0-30,647,Eduardo,5.0,0.6,0.2,0.0,0.0,0,0.0
